difficulty,frontendQuestionId,title,category,acceptance_rate,topics
Medium,795,Number of Subarrays with Bounded Maximum,Algorithms,53.78162098,"['Array', 'Two Pointers']"
Easy,796,Rotate String,Algorithms,63.80542002,"['String', 'String Matching']"
Medium,797,All Paths From Source to Target,Algorithms,83.06036326,"['Backtracking', 'Depth-First Search', 'Breadth-First Search', 'Graph']"
Hard,798,Smallest Rotation with Highest Score,Algorithms,51.97573373,"['Array', 'Prefix Sum']"
Medium,799,Champagne Tower,Algorithms,58.24874283,['Dynamic Programming']
Easy,800,Similar RGB Color,Algorithms,67.76719497,"['Math', 'String', 'Enumeration']"
Hard,801,Minimum Swaps To Make Sequences Increasing,Algorithms,40.68195126,"['Array', 'Dynamic Programming']"
Medium,802,Find Eventual Safe States,Algorithms,68.34672735,"['Depth-First Search', 'Breadth-First Search', 'Graph', 'Topological Sort']"
Hard,803,Bricks Falling When Hit,Algorithms,35.61321754,"['Array', 'Union Find', 'Matrix']"
Easy,804,Unique Morse Code Words,Algorithms,83.21023298,"['Array', 'Hash Table', 'String']"
Hard,805,Split Array With Same Average,Algorithms,25.9399708,"['Array', 'Math', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']"
Easy,806,Number of Lines To Write String,Algorithms,70.5192228,"['Array', 'String']"
Medium,807,Max Increase to Keep City Skyline,Algorithms,86.19177815,"['Array', 'Greedy', 'Matrix']"
Medium,808,Soup Servings,Algorithms,53.27689746,"['Math', 'Dynamic Programming', 'Probability and Statistics']"
Medium,809,Expressive Words,Algorithms,46.34643037,"['Array', 'Two Pointers', 'String']"
Hard,810,Chalkboard XOR Game,Algorithms,62.64886629,"['Array', 'Math', 'Bit Manipulation', 'Brainteaser', 'Game Theory']"
Medium,811,Subdomain Visit Count,Algorithms,76.79448658,"['Array', 'Hash Table', 'String', 'Counting']"
Easy,812,Largest Triangle Area,Algorithms,61.84705432,"['Array', 'Math', 'Geometry']"
Medium,813,Largest Sum of Averages,Algorithms,53.97208076,"['Array', 'Dynamic Programming', 'Prefix Sum']"
Medium,814,Binary Tree Pruning,Algorithms,72.35268748,"['Tree', 'Depth-First Search', 'Binary Tree']"
Hard,815,Bus Routes,Algorithms,46.9661201,"['Array', 'Hash Table', 'Breadth-First Search']"
Medium,816,Ambiguous Coordinates,Algorithms,55.83251283,"['String', 'Backtracking', 'Enumeration']"
Medium,817,Linked List Components,Algorithms,57.18716605,"['Array', 'Hash Table', 'Linked List']"
Hard,818,Race Car,Algorithms,44.0639041,['Dynamic Programming']
Easy,819,Most Common Word,Algorithms,44.54027101,"['Array', 'Hash Table', 'String', 'Counting']"
Medium,820,Short Encoding of Words,Algorithms,60.52819887,"['Array', 'Hash Table', 'String', 'Trie']"
Easy,821,Shortest Distance to a Character,Algorithms,72.12871775,"['Array', 'Two Pointers', 'String']"
Medium,822,Card Flipping Game,Algorithms,48.21420869,"['Array', 'Hash Table']"
Medium,823,Binary Trees With Factors,Algorithms,52.91716267,"['Array', 'Hash Table', 'Dynamic Programming', 'Sorting']"
Easy,824,Goat Latin,Algorithms,69.28224567,['String']
Medium,825,Friends Of Appropriate Ages,Algorithms,49.03284885,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']"
Medium,826,Most Profit Assigning Work,Algorithms,55.89789319,"['Array', 'Two Pointers', 'Binary Search', 'Greedy', 'Sorting']"
Hard,827,Making A Large Island,Algorithms,54.58482438,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']"
Hard,828,Count Unique Characters of All Substrings of a Given String,Algorithms,52.8125,"['Hash Table', 'String', 'Dynamic Programming']"
Hard,829,Consecutive Numbers Sum,Algorithms,41.93962146,"['Math', 'Enumeration']"
Easy,830,Positions of Large Groups,Algorithms,52.86487922,['String']
Medium,831,Masking Personal Information,Algorithms,50.38628104,['String']
Easy,832,Flipping an Image,Algorithms,82.89059202,"['Array', 'Two Pointers', 'Bit Manipulation', 'Matrix', 'Simulation']"
Medium,833,Find And Replace in String,Algorithms,51.34039198,"['Array', 'Hash Table', 'String', 'Sorting']"
Hard,834,Sum of Distances in Tree,Algorithms,65.29321125,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Graph']"
Medium,835,Image Overlap,Algorithms,63.7345837,"['Array', 'Matrix']"
Easy,836,Rectangle Overlap,Algorithms,45.64718945,"['Math', 'Geometry']"
Medium,837,New 21 Game,Algorithms,44.77465709,"['Math', 'Dynamic Programming', 'Sliding Window', 'Probability and Statistics']"
Medium,838,Push Dominoes,Algorithms,63.0397574,"['Two Pointers', 'String', 'Dynamic Programming']"
Hard,839,Similar String Groups,Algorithms,55.31502382,"['Array', 'Hash Table', 'String', 'Depth-First Search', 'Breadth-First Search', 'Union Find']"
Medium,840,Magic Squares In Grid,Algorithms,51.52884518,"['Array', 'Hash Table', 'Math', 'Matrix']"
Medium,841,Keys and Rooms,Algorithms,74.54356949,"['Depth-First Search', 'Breadth-First Search', 'Graph']"
Medium,842,Split Array into Fibonacci Sequence,Algorithms,39.63281457,"['String', 'Backtracking']"
Hard,843,Guess the Word,Algorithms,37.75919079,"['Array', 'Math', 'String', 'Interactive', 'Game Theory']"
Easy,844,Backspace String Compare,Algorithms,49.46023934,"['Two Pointers', 'String', 'Stack', 'Simulation']"
Medium,845,Longest Mountain in Array,Algorithms,41.01078101,"['Array', 'Two Pointers', 'Dynamic Programming', 'Enumeration']"
Medium,846,Hand of Straights,Algorithms,56.99225259,"['Array', 'Hash Table', 'Greedy', 'Sorting']"
Hard,847,Shortest Path Visiting All Nodes,Algorithms,65.38226151,"['Dynamic Programming', 'Bit Manipulation', 'Breadth-First Search', 'Graph', 'Bitmask']"
Medium,848,Shifting Letters,Algorithms,45.43202422,"['Array', 'String', 'Prefix Sum']"
Medium,849,Maximize Distance to Closest Person,Algorithms,48.86746054,['Array']
Hard,850,Rectangle Area II,Algorithms,54.48728886,"['Array', 'Segment Tree', 'Line Sweep', 'Ordered Set']"
Medium,851,Loud and Rich,Algorithms,61.45740916,"['Array', 'Depth-First Search', 'Graph', 'Topological Sort']"
Medium,852,Peak Index in a Mountain Array,Algorithms,67.66446154,"['Array', 'Binary Search']"
Medium,853,Car Fleet,Algorithms,53.30037558,"['Array', 'Stack', 'Sorting', 'Monotonic Stack']"
Hard,854,K-Similar Strings,Algorithms,40.01839191,"['String', 'Breadth-First Search']"
Medium,855,Exam Room,Algorithms,42.77892464,"['Design', 'Heap (Priority Queue)', 'Ordered Set']"
Medium,856,Score of Parentheses,Algorithms,63.74608394,"['String', 'Stack']"
Hard,857,Minimum Cost to Hire K Workers,Algorithms,63.43560572,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']"
Medium,858,Mirror Reflection,Algorithms,61.99891193,"['Math', 'Geometry', 'Number Theory']"
Easy,859,Buddy Strings,Algorithms,33.61019817,"['Hash Table', 'String']"
Easy,860,Lemonade Change,Algorithms,58.37386196,"['Array', 'Greedy']"
Medium,861,Score After Flipping Matrix,Algorithms,80.22611906,"['Array', 'Greedy', 'Bit Manipulation', 'Matrix']"
Hard,862,Shortest Subarray with Sum at Least K,Algorithms,32.24373584,"['Array', 'Binary Search', 'Queue', 'Sliding Window', 'Heap (Priority Queue)', 'Prefix Sum', 'Monotonic Queue']"
Medium,863,All Nodes Distance K in Binary Tree,Algorithms,66.22693556,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
Hard,864,Shortest Path to Get All Keys,Algorithms,53.64470053,"['Array', 'Bit Manipulation', 'Breadth-First Search', 'Matrix']"
Medium,865,Smallest Subtree with all the Deepest Nodes,Algorithms,72.40115248,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
Medium,866,Prime Palindrome,Algorithms,26.76787749,"['Math', 'Number Theory']"
Easy,867,Transpose Matrix,Algorithms,74.11965572,"['Array', 'Matrix', 'Simulation']"
Easy,868,Binary Gap,Algorithms,64.54470679,['Bit Manipulation']
Medium,869,Reordered Power of 2,Algorithms,62.1611687,"['Hash Table', 'Math', 'Sorting', 'Counting', 'Enumeration']"
Medium,870,Advantage Shuffle,Algorithms,53.27415904,"['Array', 'Two Pointers', 'Greedy', 'Sorting']"
Hard,871,Minimum Number of Refueling Stops,Algorithms,40.50663152,"['Array', 'Dynamic Programming', 'Greedy', 'Heap (Priority Queue)']"
Easy,872,Leaf-Similar Trees,Algorithms,70.09238956,"['Tree', 'Depth-First Search', 'Binary Tree']"
Medium,873,Length of Longest Fibonacci Subsequence,Algorithms,57.62783749,"['Array', 'Hash Table', 'Dynamic Programming']"
Medium,874,Walking Robot Simulation,Algorithms,58.18773368,"['Array', 'Hash Table', 'Simulation']"
Medium,875,Koko Eating Bananas,Algorithms,49.04479571,"['Array', 'Binary Search']"
Easy,876,Middle of the Linked List,Algorithms,80.41470463,"['Linked List', 'Two Pointers']"
Medium,877,Stone Game,Algorithms,71.52704136,"['Array', 'Math', 'Dynamic Programming', 'Game Theory']"
Hard,878,Nth Magical Number,Algorithms,35.75921656,"['Math', 'Binary Search']"
Hard,879,Profitable Schemes,Algorithms,48.01608818,"['Array', 'Dynamic Programming']"
Medium,880,Decoded String at Index,Algorithms,36.62154931,"['String', 'Stack']"
Medium,881,Boats to Save People,Algorithms,60.15191033,"['Array', 'Two Pointers', 'Greedy', 'Sorting']"
Hard,882,Reachable Nodes In Subdivided Graph,Algorithms,50.7527659,"['Graph', 'Heap (Priority Queue)', 'Shortest Path']"
Easy,883,Projection Area of 3D Shapes,Algorithms,73.99744076,"['Array', 'Math', 'Geometry', 'Matrix']"
Easy,884,Uncommon Words from Two Sentences,Algorithms,75.31106682,"['Hash Table', 'String', 'Counting']"
Medium,885,Spiral Matrix III,Algorithms,84.45804027,"['Array', 'Matrix', 'Simulation']"
Medium,886,Possible Bipartition,Algorithms,51.40947279,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
Hard,887,Super Egg Drop,Algorithms,28.62522585,"['Math', 'Binary Search', 'Dynamic Programming']"
Easy,888,Fair Candy Swap,Algorithms,63.15019619,"['Array', 'Hash Table', 'Binary Search', 'Sorting']"
Medium,889,Construct Binary Tree from Preorder and Postorder Traversal,Algorithms,77.96863531,"['Array', 'Hash Table', 'Divide and Conquer', 'Tree', 'Binary Tree']"
Medium,890,Find and Replace Pattern,Algorithms,76.8137382,"['Array', 'Hash Table', 'String']"
Hard,891,Sum of Subsequence Widths,Algorithms,38.86865155,"['Array', 'Math', 'Sorting']"
Easy,892,Surface Area of 3D Shapes,Algorithms,67.91018848,"['Array', 'Math', 'Geometry', 'Matrix']"
Medium,893,Groups of Special-Equivalent Strings,Algorithms,72.71782158,"['Array', 'Hash Table', 'String', 'Sorting']"
Medium,894,All Possible Full Binary Trees,Algorithms,82.69354164,"['Dynamic Programming', 'Tree', 'Recursion', 'Memoization', 'Binary Tree']"
Hard,895,Maximum Frequency Stack,Algorithms,66.11677889,"['Hash Table', 'Stack', 'Design', 'Ordered Set']"
Easy,896,Monotonic Array,Algorithms,61.6400735,['Array']
Easy,897,Increasing Order Search Tree,Algorithms,78.61255806,"['Stack', 'Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']"
Medium,898,Bitwise ORs of Subarrays,Algorithms,40.59608083,"['Array', 'Dynamic Programming', 'Bit Manipulation']"
Hard,899,Orderly Queue,Algorithms,66.18245206,"['Math', 'String', 'Sorting']"
Medium,900,RLE Iterator,Algorithms,58.86819809,"['Array', 'Design', 'Counting', 'Iterator']"
Medium,901,Online Stock Span,Algorithms,67.14672751,"['Stack', 'Design', 'Monotonic Stack', 'Data Stream']"
Hard,902,Numbers At Most N Given Digit Set,Algorithms,43.2778319,"['Array', 'Math', 'String', 'Binary Search', 'Dynamic Programming']"
Hard,903,Valid Permutations for DI Sequence,Algorithms,56.74108527,"['String', 'Dynamic Programming', 'Prefix Sum']"
Medium,904,Fruit Into Baskets,Algorithms,46.08351602,"['Array', 'Hash Table', 'Sliding Window']"
Easy,905,Sort Array By Parity,Algorithms,76.30283763,"['Array', 'Two Pointers', 'Sorting']"
Hard,906,Super Palindromes,Algorithms,39.24600753,"['Math', 'String', 'Enumeration']"
Medium,907,Sum of Subarray Minimums,Algorithms,37.50403243,"['Array', 'Dynamic Programming', 'Stack', 'Monotonic Stack']"
Easy,908,Smallest Range I,Algorithms,71.74734253,"['Array', 'Math']"
Medium,909,Snakes and Ladders,Algorithms,44.12582372,"['Array', 'Breadth-First Search', 'Matrix']"
Medium,910,Smallest Range II,Algorithms,37.08684431,"['Array', 'Math', 'Greedy', 'Sorting']"
Medium,911,Online Election,Algorithms,51.77458377,"['Array', 'Hash Table', 'Binary Search', 'Design']"
Medium,912,Sort an Array,Algorithms,56.78670082,"['Array', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Merge Sort', 'Bucket Sort', 'Radix Sort', 'Counting Sort']"
Hard,913,Cat and Mouse,Algorithms,33.96850957,"['Math', 'Dynamic Programming', 'Graph', 'Topological Sort', 'Memoization', 'Game Theory']"
Easy,914,X of a Kind in a Deck of Cards,Algorithms,29.85839906,"['Array', 'Hash Table', 'Math', 'Counting', 'Number Theory']"
Medium,915,Partition Array into Disjoint Intervals,Algorithms,48.98624729,['Array']
Medium,916,Word Subsets,Algorithms,55.70130022,"['Array', 'Hash Table', 'String']"
Easy,917,Reverse Only Letters,Algorithms,66.71016276,"['Two Pointers', 'String']"
Medium,918,Maximum Sum Circular Subarray,Algorithms,47.42606466,"['Array', 'Divide and Conquer', 'Dynamic Programming', 'Queue', 'Monotonic Queue']"
Medium,919,Complete Binary Tree Inserter,Algorithms,64.51137786,"['Tree', 'Breadth-First Search', 'Design', 'Binary Tree']"
Hard,920,Number of Music Playlists,Algorithms,59.97209025,"['Math', 'Dynamic Programming', 'Combinatorics']"
Medium,921,Minimum Add to Make Parentheses Valid,Algorithms,74.70978451,"['String', 'Stack', 'Greedy']"
Easy,922,Sort Array By Parity II,Algorithms,71.00162017,"['Array', 'Two Pointers', 'Sorting']"
Medium,923,3Sum With Multiplicity,Algorithms,45.77141247,"['Array', 'Hash Table', 'Two Pointers', 'Sorting', 'Counting']"
Hard,924,Minimize Malware Spread,Algorithms,42.34252138,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
Easy,925,Long Pressed Name,Algorithms,32.49953997,"['Two Pointers', 'String']"
Medium,926,Flip String to Monotone Increasing,Algorithms,61.5829058,"['String', 'Dynamic Programming']"
Hard,927,Three Equal Parts,Algorithms,40.63101763,"['Array', 'Math']"
Hard,928,Minimize Malware Spread II,Algorithms,44.54238086,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
Easy,929,Unique Email Addresses,Algorithms,67.54634167,"['Array', 'Hash Table', 'String']"
Medium,930,Binary Subarrays With Sum,Algorithms,65.68686362,"['Array', 'Hash Table', 'Sliding Window', 'Prefix Sum']"
Medium,931,Minimum Falling Path Sum,Algorithms,61.66451443,"['Array', 'Dynamic Programming', 'Matrix']"
Medium,932,Beautiful Array,Algorithms,66.94830683,"['Array', 'Math', 'Divide and Conquer']"
Easy,933,Number of Recent Calls,Algorithms,77.19033145,"['Design', 'Queue', 'Data Stream']"
Medium,934,Shortest Bridge,Algorithms,58.53021472,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']"
